رقم البند,رمز النظام المتناسق,المستوى,نوع البضاعة,الاسم التجاري,رسم الاستيراد,بدل خدمات الاستيراد,رسم الاستيراد الكلي,الوحدة القياسية
55.06,5506.20.00,-,- من بوليسرتات ألياف تركيبيةغريمستمرة,مندوفةأوممشطةأوحمضرة,10,3,13,وزن
55.06,5506.30.00,-,- أكريليك أو مواد أكريليك ألياف تركيبيةغريمستمرة,مندوفةأوممشطةأوحمضرة,10,3,13,وزن
55.06,5506.40.00,-,- من بويل بروبيلني من بويل بروبيلني,- من بويل بروبيلني من بويل بروبيلني,10,3,13,وزن
55.06,5506.90.00,-,- غريها ألياف تركيبيةغريمستمرة,مندوفةأوممشطةأوحمضرة,10,3,13,وزن
55.07,5507.00.00,,ألياف صناعيةغريمستمرة,مندوفة,10,3,13,وزن
55.08,5508.10.00,-,- من ألياف تركيبية غري مستمرة خيوط خياطة من ألياف تركيبية غري مستمرة وإن,- من ألياف تركيبية غري مستمرة خيوط خياطة من ألياف تركيبية غري مستمرة وإن,150,50,200,وزن
55.08,5508.20.00,-,- من ألياف اصطناعية غري مستمرة خيوط خياطة من ألياف اصطناعية غري مستمرة,- من ألياف اصطناعية غري مستمرة خيوط خياطة من ألياف اصطناعية غري مستمرة,150,50,200,وزن
55.09,5509.11.00,-,- مفردة خيوط,لغري اخلياطة حتوي >= 85 % وزان ألياف,150,50,200,وزن
55.09,5509.12.00,-,- مزوية أو متعددة الزوي خيوط,لغرياخلياطة حتوي >=85 % وزان ألياف,150,50,200,وزن
55.09,5509.21.00,-,- مفردة خيوط,لغرياخلياطة,150,50,200,وزن
55.09,5509.22.00,-,- مزوية أو متعددة الزوي خيوط,لغرياخلياطة,150,50,200,وزن
55.09,5509.31.00,-,- مفردة خيوط,لغرياخلياطة,150,50,200,وزن
55.09,5509.32.00,-,- مزوية أو متعددة الزوي خيوط,لغرياخلياطة,150,50,200,وزن
55.09,5509.41.00,-,- مفردة خيوط,لغرياخلياطة,150,50,200,وزن
55.09,5509.42.00,-,- مزوية أو متعددة الزوي خيوط,لغرياخلياطة,150,50,200,وزن
55.09,5509.51.00,-,- خملوطة بصورة رئيسية أوحصرية,- خملوطة بصورة رئيسية أوحصرية,150,50,200,وزن
55.09,5509.52.00,-,- خملوطة بصورة رئيسية أو فقط,- خملوطة بصورة رئيسية أو فقط,150,50,200,وزن
55.09,5509.53.00,-,- خملوطة بصورة رئيسية أوحصرية,- خملوطة بصورة رئيسية أوحصرية,150,50,200,وزن
55.09,5509.59.00,-,- غريها خيوط,لغرياخلياطة,150,50,200,وزن
55.09,5509.61.00,-,- خملوطة بصورة رئيسية أوحصرية,- خملوطة بصورة رئيسية أوحصرية,150,50,200,وزن
55.09,5509.62.00,-,- خملوطة بصورة رئيسية أو فقط,- خملوطة بصورة رئيسية أو فقط,150,50,200,وزن
55.09,5509.69.00,-,- غريها خيوط,لغرياخلياطة,150,50,200,وزن
55.09,5509.91.00,-,- خملوطة بصورة رئيسية أو فقط,- خملوطة بصورة رئيسية أو فقط,150,50,200,وزن
55.09,5509.92.00,-,- خملوطة بصورة رئيسية أو فقط,- خملوطة بصورة رئيسية أو فقط,150,50,200,وزن
55.09,5509.99.00,-,- غريها خيوط,لغرياخلياطة,150,50,200,وزن
55.10,5510.11.00,-,- مفردة خيوط,لغرياخلياطة,150,50,200,وزن
